timestamp,asset_id,asset_type,rated_mva,asset_age_years,criticality,voltage_pu,current_a,frequency_hz,active_power_mw,reactive_power_mvar,power_factor,temperature_c,load_percent,thd_percent,previous_faults,operating_state,fault_type,failure,failure_horizon_hours,voltage_deviation,frequency_deviation,apparent_power_mva,power_utilization,reactive_to_active_ratio,thermal_stress,overload_stress,temperature_excess,harmonic_stress,power_factor_deviation,electrical_stress,combined_stress
2026-01-01T00:00:00,T01,transformer,40.0,6,0.9,0.9991,474.45,50.018,24.6,8.647,0.9434,62.59,66.85,2.666,0,healthy,normal,0,0,0.0009000000000000119,0.018000000000000682,26.075479075177125,0.6518869768794281,0.3515040650406504,41.841415,0.0,0.0,0.0,0.056599999999999984,0.6650000000000034,74.4537638439714
2026-01-01T00:15:00,T01,transformer,40.0,6,0.9,0.9981,505.22,50.0,27.056,9.401,0.9446,64.4,73.52,2.161,0,healthy,normal,0,0,0.0019000000000000128,0.0,28.642729217028183,0.7160682304257046,0.34746451803666467,47.34688,0.0,0.0,0.0,0.055400000000000005,0.5730000000000002,83.18829152128522
2026-01-01T00:30:00,T01,transformer,40.0,6,0.9,1.0043,473.63,49.964,25.147,6.873,0.9646,62.99,68.33,2.937,0,healthy,normal,0,0,0.0042999999999999705,0.036000000000001364,26.069325614599236,0.6517331403649809,0.27331292003022234,43.041067000000005,0.0,0.0,0.0,0.03539999999999999,0.5770000000000064,75.71372401824904
2026-01-01T00:45:00,T01,transformer,40.0,6,0.9,0.9885,572.8,49.972,29.711,9.818,0.9495,67.65,80.74,2.981,0,healthy,normal,0,0,0.011499999999999955,0.027999999999998693,31.291159214704717,0.7822789803676179,0.3304500016828784,54.62061,0.0,0.0,0.0,0.05049999999999999,0.7599999999999929,93.9645590183809
2026-01-01T01:00:00,T01,transformer,40.0,6,0.9,1.0068,519.36,49.975,26.98,6.93,0.9686,61.66,73.31,2.557,2,healthy,normal,0,0,0.006799999999999917,0.02499999999999858,27.855794729283886,0.6963948682320972,0.2568569310600445,45.202946000000004,0.0,0.0,0.0,0.031399999999999983,0.5069999999999919,80.15868941160485
2026-01-01T01:15:00,T01,transformer,40.0,6,0.9,0.9786,551.72,50.035,25.171,7.69,0.9304,83.58,80.07,4.22,2,anomaly,overload,0,115,0.021399999999999975,0.03499999999999659,26.319485956226426,0.6579871489056607,0.3055103094831354,66.922506,0.0,3.5799999999999983,0.0,0.0696,1.0849999999999826,100.24986344528304
2026-01-01T01:30:00,T01,transformer,40.0,6,0.9,0.9846,480.12,50.005,22.868,8.078,0.9307,70.95,67.65,3.349,2,anomaly,overload,0,80,0.01539999999999997,0.005000000000002558,24.2528247426975,0.6063206185674375,0.3532447087633374,47.99767500000001,0.0,0.0,0.0,0.06930000000000003,0.8720000000000128,78.62170592837188
2026-01-01T01:45:00,T01,transformer,40.0,6,0.9,1.0162,497.09,50.022,26.035,9.312,0.9302,63.56,70.75,5.38,2,early_degradation,harmonic_distortion,0,0,0.016199999999999992,0.021999999999998465,27.650218245069965,0.6912554561267491,0.357672364125216,44.9687,0.0,0.0,0.3799999999999999,0.06979999999999997,1.007999999999992,80.23547280633746
2026-01-01T02:00:00,T01,transformer,40.0,6,0.9,0.9871,532.74,49.99,28.135,9.496,0.9475,67.2,76.45,1.386,4,healthy,normal,0,0,0.012900000000000023,0.00999999999999801,29.694313277124294,0.7423578319281073,0.3375155500266572,51.37440000000001,0.0,0.0,0.0,0.05249999999999999,0.7039999999999902,88.75029159640538
2026-01-01T02:15:00,T01,transformer,40.0,6,0.9,1.003,374.16,49.989,20.085,7.071,0.9432,60.86,54.58,2.095,0,healthy,normal,0,0,0.0029999999999998916,0.011000000000002785,21.293338535795648,0.5323334633948912,0.35205377147124717,33.217388,0.0,0.0,0.0,0.05679999999999996,0.6530000000000125,59.89406116974455
2026-01-01T02:30:00,T01,transformer,40.0,6,0.9,0.9659,438.82,49.95,22.829,6.099,0.9661,62.37,62.03,3.726,0,early_degradation,voltage_instability,0,0,0.03410000000000002,0.04999999999999716,23.629664449585402,0.5907416112396351,0.2671601909851505,38.688111,0.0,0.0,0.0,0.03390000000000004,0.9299999999999864,68.90719156198175
2026-01-01T02:45:00,T01,transformer,40.0,6,0.9,0.9471,413.46,49.857,22.055,7.17,0.951,62.56,59.93,5.551,3,high_risk,voltage_instability,0,44,0.05289999999999995,0.14300000000000068,23.191203612576903,0.5797800903144226,0.3250963500340059,37.492208,0.0,0.0,0.5510000000000002,0.049000000000000044,1.7891000000000032,68.09021251572112
2026-01-01T03:00:00,T01,transformer,40.0,6,0.9,1.0008,458.44,49.969,23.711,7.814,0.9498,61.77,64.43,2.943,1,healthy,normal,0,0,0.0007999999999999119,0.030999999999998806,24.96537836685036,0.624134459171259,0.32955168487200037,39.79841100000001,0.0,0.0,0.0,0.05020000000000002,0.6649999999999934,71.02113395856296
2026-01-01T03:15:00,T01,transformer,40.0,6,0.9,1.0034,558.63,49.981,30.176,11.518,0.9343,63.89,82.0,2.7,0,healthy,normal,0,0,0.0034000000000000696,0.01899999999999835,32.2994628438307,0.8074865710957676,0.3816940615058325,52.38980000000001,0.0,0.0,0.0,0.06569999999999998,0.7859999999999923,92.83212855478838
2026-01-01T03:30:00,T01,transformer,40.0,6,0.9,1.0004,560.9,49.987,29.539,9.821,0.9489,66.77,80.27,2.404,4,healthy,normal,0,0,0.00039999999999995595,0.012999999999998124,31.128838108737693,0.7782209527184423,0.33247571007820165,53.596278999999996,0.0,0.0,0.0,0.051100000000000034,0.5799999999999905,92.51532663592211
2026-01-01T03:45:00,T01,transformer,40.0,6,0.9,0.9993,486.88,49.983,25.895,10.339,0.9287,65.98,70.37,2.184,0,healthy,normal,0,0,0.0007000000000000339,0.017000000000003013,27.882717693940812,0.6970679423485203,0.3992662676192315,46.43012600000001,0.0,0.0,0.0,0.07130000000000003,0.8050000000000157,81.29752311742602
2026-01-01T04:00:00,T01,transformer,40.0,6,0.9,0.9944,496.65,50.028,26.546,7.513,0.9622,64.87,72.14,3.137,1,healthy,normal,0,0,0.005600000000000049,0.027999999999998693,27.588680378010107,0.6897170094502527,0.28301815716115425,46.797218,0.0,0.0,0.0,0.037799999999999945,0.5739999999999934,81.39506847251263
2026-01-01T04:15:00,T01,transformer,40.0,6,0.9,1.0053,573.56,50.008,29.858,8.424,0.9624,63.29,81.14,3.289,3,healthy,normal,0,0,0.005300000000000082,0.008000000000002672,31.02360295001211,0.7755900737503028,0.28213544108781563,51.353505999999996,0.0,0.0,0.0,0.03759999999999997,0.46900000000001385,90.23900968751514
2026-01-01T04:30:00,T01,transformer,40.0,6,0.9,0.9972,384.34,49.985,19.941,6.275,0.9477,65.89,56.97,2.389,1,early_degradation,overload,0,0,0.0028000000000000247,0.015000000000000568,20.905001937335474,0.5226250484333869,0.3146783009879144,37.537532999999996,0.0,0.0,0.0,0.05230000000000001,0.6260000000000032,63.72478542166934
2026-01-01T04:45:00,T01,transformer,40.0,6,0.9,0.9891,520.92,50.01,24.303,6.587,0.9452,74.19,75.02,3.973,2,anomaly,overload,0,212,0.01090000000000002,0.00999999999999801,25.179840706406384,0.6294960176601596,0.2710364975517426,55.657338,0.0,0.0,0.0,0.05479999999999996,0.7069999999999899,87.35013888300799
2026-01-01T05:00:00,T01,transformer,40.0,6,0.9,0.9987,529.09,49.999,28.518,10.353,0.94,66.53,77.49,2.544,2,healthy,normal,0,0,0.0012999999999999678,0.0009999999999976694,30.33909908022979,0.7584774770057447,0.3630338733431517,51.554097,0.0,0.0,0.0,0.06000000000000005,0.6179999999999886,89.50397085028723
2026-01-01T05:15:00,T01,transformer,40.0,6,0.9,1.0003,551.9,50.001,29.214,11.364,0.932,61.95,79.39,2.59,0,healthy,normal,0,0,0.00029999999999996696,0.0009999999999976694,31.346423910870598,0.783660597771765,0.3889915793797495,49.182105,0.0,0.0,0.0,0.06799999999999995,0.6879999999999875,88.37113488858824
2026-01-01T05:30:00,T01,transformer,40.0,6,0.9,0.9951,455.28,49.975,24.395,6.895,0.9623,59.36,66.29,3.261,1,healthy,normal,0,0,0.0049000000000000155,0.02499999999999858,25.35068145040681,0.6337670362601703,0.28263988522238165,39.34974400000001,0.0,0.0,0.0,0.037699999999999956,0.5509999999999926,71.13609581300852
2026-01-01T05:45:00,T01,transformer,40.0,6,0.9,0.9822,469.77,50.008,24.657,6.375,0.9682,63.55,67.0,1.525,0,healthy,normal,0,0,0.017800000000000038,0.008000000000002672,25.467788949965797,0.6366947237491449,0.25854726852415133,42.57849999999999,0.0,0.0,0.0,0.03180000000000005,0.5360000000000142,74.76923618745724
2026-01-01T06:00:00,T01,transformer,40.0,6,0.9,0.9843,576.25,50.034,30.176,10.164,0.9477,67.31,82.0,2.7,1,healthy,normal,0,0,0.015700000000000047,0.03399999999999892,31.84176301651653,0.7960440754129132,0.3368239660657476,55.1942,0.0,0.0,0.0,0.05230000000000001,0.8499999999999952,95.31040377064566
2026-01-01T06:15:00,T01,transformer,40.0,6,0.9,0.9992,426.29,50.037,22.669,6.57,0.9605,61.29,61.6,2.99,2,healthy,normal,0,0,0.0008000000000000229,0.036999999999999034,23.601874099316774,0.5900468524829193,0.2898231064449248,37.75464,0.0,0.0,0.0,0.03949999999999998,0.5879999999999952,67.27298262414597
2026-01-01T06:30:00,T01,transformer,40.0,6,0.9,1.0111,576.02,50.002,30.176,7.997,0.9666,63.64,82.0,1.923,0,healthy,normal,0,0,0.01110000000000011,0.0020000000000024443,31.217671037410845,0.7804417759352711,0.26501193001060447,52.1848,0.0,0.0,0.0,0.033399999999999985,0.45500000000001317,91.42888879676357
2026-01-01T06:45:00,T01,transformer,40.0,6,0.9,0.9792,542.79,50.02,24.376,8.08,0.9212,84.47,78.86,3.787,5,high_risk,overload,0,47,0.02080000000000004,0.020000000000003126,25.680260434816468,0.6420065108704117,0.33147358057105347,66.613042,0.0,4.469999999999999,0.0,0.07879999999999998,1.0960000000000159,99.12936754352057
2026-01-01T07:00:00,T01,transformer,40.0,6,0.9,1.004,440.25,49.995,23.698,6.305,0.9664,65.3,64.4,2.123,0,healthy,normal,0,0,0.0040000000000000036,0.005000000000002558,24.522402594362568,0.6130600648590642,0.2660562072748755,42.053200000000004,0.0,0.0,0.0,0.03359999999999996,0.40100000000001246,72.7862032429532
2026-01-01T07:15:00,T01,transformer,40.0,6,0.9,0.9958,467.92,49.985,24.623,9.499,0.933,61.62,66.91,2.625,0,healthy,normal,0,0,0.0041999999999999815,0.015000000000000568,26.391724649973142,0.6597931162493286,0.3857775250781789,41.229941999999994,0.0,0.0,0.0,0.06699999999999995,0.7870000000000021,74.30359781246642
2026-01-01T07:30:00,T01,transformer,40.0,6,0.9,1.0015,468.3,49.965,24.983,9.023,0.9405,63.29,67.89,1.999,0,healthy,normal,0,0,0.0015000000000000568,0.03499999999999659,26.562470103512588,0.6640617525878147,0.36116559260297,42.967581,0.0,0.0,0.0,0.0595,0.7849999999999835,76.20066862939075
2026-01-01T07:45:00,T01,transformer,40.0,6,0.9,1.0083,585.37,49.982,30.176,10.181,0.9475,67.55,82.0,2.656,1,healthy,normal,0,0,0.008299999999999974,0.018000000000000682,31.847193549824762,0.796179838745619,0.3373873276776246,55.39099999999999,0.0,0.0,0.0,0.05249999999999999,0.6980000000000031,95.36599193728094
2026-01-01T08:00:00,T01,transformer,40.0,6,0.9,1.011,546.6,49.959,29.252,8.408,0.9123,70.9,79.49,14.912,2,failure,harmonic_distortion,1,24,0.010999999999999899,0.04099999999999682,30.436392164643955,0.7609098041160989,0.2874333378914262,56.358410000000006,0.0,0.0,9.912,0.0877,2.1831999999999834,104.53590020580495
2026-01-01T08:15:00,T01,transformer,40.0,6,0.9,1.0144,558.96,49.949,28.855,11.029,0.9341,68.82,78.41,3.307,1,healthy,normal,0,0,0.014399999999999968,0.05100000000000193,30.890935013365976,0.7722733753341494,0.3822214520880263,53.96176199999999,0.0,0.0,0.0,0.06589999999999996,1.058000000000009,92.86343076670745
2026-01-01T08:30:00,T01,transformer,40.0,6,0.9,1.0096,559.36,49.966,29.831,10.981,0.9314,76.56,81.06,3.289,2,early_degradation,overheating,0,0,0.009600000000000053,0.03399999999999892,31.787905278580403,0.79469763196451,0.36810700278234054,62.05953600000001,0.0,0.0,0.0,0.0686,0.9519999999999951,101.98641759822551
2026-01-01T08:45:00,T01,transformer,40.0,6,0.9,1.0069,512.48,49.954,27.404,9.564,0.9442,63.39,74.47,2.175,1,healthy,normal,0,0,0.006899999999999906,0.045999999999999375,29.024977381558802,0.7256244345389701,0.34900014596409284,47.206533,0.0,0.0,0.0,0.05579999999999996,0.8569999999999955,83.62575472694851
2026-01-01T09:00:00,T01,transformer,40.0,6,0.9,0.988,493.45,49.998,25.424,7.619,0.9579,61.5,69.09,3.508,1,healthy,normal,0,0,0.01200000000000001,0.0020000000000024443,26.541080177716957,0.6635270044429239,0.29967747010698553,42.49035,0.0,0.0,0.0,0.042100000000000026,0.5510000000000126,75.9067002221462
2026-01-01T09:15:00,T01,transformer,40.0,6,0.9,1.0105,332.44,50.008,17.645,6.493,0.9385,56.75,47.95,1.173,2,healthy,normal,0,0,0.010499999999999954,0.008000000000002672,18.801730611834646,0.47004326529586615,0.3679795976197223,27.211625000000005,0.0,0.0,0.0,0.0615,0.7600000000000129,50.92378826479331
2026-01-01T09:30:00,T01,transformer,40.0,6,0.9,1.0082,505.82,50.007,26.567,9.856,0.9269,82.38,72.19,2.041,0,anomaly,overheating,0,89,0.008199999999999985,0.006999999999997897,28.33630577545351,0.7084076443863377,0.37098656227650845,59.47012199999999,0.0,2.3799999999999955,0.0,0.07310000000000005,0.8479999999999899,95.05450421931688
2026-01-01T09:45:00,T01,transformer,40.0,6,0.9,0.9916,560.93,49.974,30.176,11.618,0.9332,64.24,82.0,1.759,0,healthy,normal,0,0,0.008399999999999963,0.026000000000003354,32.33525784650557,0.8083814461626393,0.385007953340403,52.67679999999999,0.0,0.0,0.0,0.06679999999999997,0.8820000000000161,93.26387230813197
2026-01-01T10:00:00,T01,transformer,40.0,6,0.9,1.0042,449.41,50.035,23.805,8.623,0.9402,60.14,64.69,2.798,2,healthy,normal,0,0,0.0041999999999999815,0.03499999999999659,25.31865229430666,0.6329663073576665,0.36223482461667716,38.904566,0.0,0.0,0.0,0.059799999999999964,0.8149999999999824,70.63688136788333
2026-01-01T10:15:00,T01,transformer,40.0,6,0.9,1.0035,503.0,50.043,26.282,7.841,0.9583,62.28,71.42,1.799,1,healthy,normal,0,0,0.0035000000000000586,0.04299999999999926,27.426716992742676,0.6856679248185669,0.298341069933795,44.48037600000001,0.0,0.0,0.0,0.04169999999999996,0.6669999999999965,78.83377224092835
2026-01-01T10:30:00,T01,transformer,40.0,6,0.9,0.999,507.72,49.963,27.05,9.456,0.9263,91.0,73.5,2.338,0,high_risk,overheating,0,26,0.0010000000000000009,0.036999999999999034,28.655164211708854,0.7163791052927213,0.34957486136783733,66.885,0.0,11.0,0.0,0.07369999999999999,0.931999999999995,102.72395526463607
2026-01-01T10:45:00,T01,transformer,40.0,6,0.9,1.022,490.13,50.021,25.602,9.352,0.9393,62.36,69.57,1.498,1,healthy,normal,0,0,0.02200000000000002,0.021000000000000796,27.25660118209899,0.6814150295524748,0.3652839621904539,43.383852,0.0,0.0,0.0,0.060699999999999976,0.9320000000000039,77.89460347762373
2026-01-01T11:00:00,T01,transformer,40.0,6,0.9,0.9963,470.22,50.008,24.451,9.387,0.9271,72.55,66.44,3.166,0,early_degradation,overheating,0,0,0.0037000000000000366,0.008000000000002672,26.190974972306776,0.6547743743076694,0.3839106784998569,48.20222,0.0,0.0,0.0,0.07289999999999996,0.8060000000000134,81.01493871538347
2026-01-01T11:15:00,T01,transformer,40.0,6,0.9,0.9294,552.48,49.863,28.457,9.063,0.9528,64.19,77.33,5.601,0,failure,voltage_instability,1,15,0.0706,0.13700000000000045,29.865344766133205,0.7466336191533302,0.318480514460414,49.638127,0.0,0.0,0.601,0.04720000000000002,1.9231000000000025,88.98280795766651
