timestamp,asset_id,asset_type,rated_mva,asset_age_years,criticality,voltage_pu,current_a,frequency_hz,active_power_mw,reactive_power_mvar,power_factor,temperature_c,load_percent,thd_percent,previous_faults,operating_state,fault_type,failure,failure_horizon_hours,voltage_deviation,frequency_deviation,apparent_power_mva,power_utilization,reactive_to_active_ratio,thermal_stress,overload_stress,temperature_excess,harmonic_stress,power_factor_deviation,electrical_stress,combined_stress,failure_probability
2026-06-01 13:00:00,T02,transformer,63.0,11,1.0,0.9427,653.53,49.896,35.41,12.396,0.9438,60.83,61.09,4.978,1,failure,voltage_instability,1,16,0.0573,0.1039999999999992,37.51704833805559,0.5955087037786602,0.350070601524993,37.161047,0.0,0.0,0.0,0.0562,1.6549999999999965,68.08248218893301,0.025185501
2026-06-03 23:00:00,T03,transformer,40.0,17,0.85,1.0226,453.3,50.028,24.354,6.207,0.9209,72.16,66.18,13.626,0,failure,harmonic_distortion,1,5,0.0225999999999999,0.0279999999999986,25.132532005351152,0.6283133001337788,0.2548657304754865,47.75548800000001,0.0,0.0,8.626,0.0790999999999999,2.0195999999999925,88.24915300668896,0.15976536
2026-06-06 04:00:00,T01,transformer,40.0,6,0.9,1.0153,583.74,50.041,30.176,9.065,0.9349,106.4,82.0,1.567,0,failure,overheating,1,9,0.0153,0.0409999999999968,31.508176732397576,0.7877044183099394,0.3004042948038176,87.248,0.0,26.40000000000001,0.0,0.0651,1.0089999999999857,126.93922091549696,0.6023103
2026-06-11 05:15:00,T01,transformer,40.0,6,0.9,0.9819,636.86,49.997,26.865,9.395,0.9069,87.88,89.66,4.341,0,failure,overload,1,16,0.0181,0.0030000000000001,28.460397924133105,0.7115099481033276,0.3497115205657919,78.79320799999999,0.0,7.8799999999999955,0.0,0.0930999999999999,1.1270000000000002,114.73070540516636,0.0103337355
2026-06-11 17:30:00,T01,transformer,40.0,6,0.9,1.0129,460.42,50.039,23.91,7.544,0.9307,101.74,64.97,2.245,0,failure,overheating,1,8,0.0128999999999999,0.0390000000000014,25.071897335463063,0.6267974333865766,0.3155165202843998,66.100478,0.0,21.739999999999995,0.0,0.0693,1.0170000000000068,97.69834966932882,0.24960676
2026-06-14 18:30:00,T01,transformer,40.0,6,0.9,0.9664,443.9,50.038,19.191,6.31,0.9117,87.37,69.36,4.026,1,failure,overload,1,13,0.0335999999999999,0.0379999999999967,20.201746978912492,0.5050436744728123,0.3287999583137929,60.599832000000006,0.0,7.3700000000000045,0.0,0.0883,1.4089999999999836,86.52401572364062,0.6629271
2026-06-15 16:00:00,T01,transformer,40.0,6,0.9,1.0106,409.04,49.975,21.376,6.594,0.9329,100.11,58.09,2.111,0,failure,overheating,1,2,0.0105999999999999,0.0249999999999985,22.369939919454417,0.5592484979863603,0.3084767964071856,58.153899,0.0,20.11,0.0,0.0671,0.9019999999999928,86.32832389931802,0.39946657
2026-06-17 16:45:00,T01,transformer,40.0,6,0.9,0.9894,488.05,50.045,25.778,6.713,0.922,69.86,70.05,13.419,0,failure,harmonic_distortion,1,24,0.0106,0.0450000000000017,26.637748647361324,0.6659437161840331,0.2604158584839786,48.93693,0.0,0.0,8.419,0.0779999999999999,1.9529000000000087,90.86511580920164,0.69846195
2026-06-21 01:30:00,T01,transformer,40.0,6,0.9,0.9935,395.24,49.984,20.843,8.05,0.887,68.33,56.64,12.708,0,failure,harmonic_distortion,1,1,0.0064999999999999,0.0159999999999982,22.34352588558932,0.5585881471397329,0.386220793551792,38.702112,0.0,0.0,7.708,0.1129999999999999,2.0457999999999905,74.46951935698664,0.592145
2026-06-22 14:00:00,T01,transformer,40.0,6,0.9,1.0092,555.11,50.026,29.562,11.051,0.9136,105.05,80.33,2.676,1,failure,overheating,1,14,0.0092,0.0260000000000033,31.560045072844876,0.7890011268211219,0.3738245044313645,84.386665,0.0,25.049999999999997,0.0,0.0864,1.086000000000018,124.02072134105607,0.6565372
2026-06-26 16:45:00,T01,transformer,40.0,6,0.9,0.9984,369.15,50.045,19.996,5.595,0.9176,63.63,54.34,13.347,0,failure,harmonic_distortion,1,5,0.0016,0.0450000000000017,20.764008307646183,0.5191002076911546,0.2798059611922384,34.576542,0.0,0.0,8.347,0.0824,1.8997000000000093,68.91055238455773,0.33478555
