timestamp,asset_id,asset_type,rated_mva,asset_age_years,criticality,voltage_pu,current_a,frequency_hz,active_power_mw,reactive_power_mvar,power_factor,temperature_c,load_percent,thd_percent,previous_faults,operating_state,fault_type,failure,failure_horizon_hours,voltage_deviation,frequency_deviation,apparent_power_mva,power_utilization,reactive_to_active_ratio,thermal_stress,overload_stress,temperature_excess,harmonic_stress,power_factor_deviation,electrical_stress,combined_stress,failure_probability
2026-05-31 20:45:00,T01,transformer,40.0,6,0.9,0.9999,442.72,49.965,22.968,7.242,0.9291,104.56,62.41,1.536,0,high_risk,overheating,0,27,9.9999999999989e-05,0.0349999999999965,24.082682325687895,0.6020670581421974,0.3153082549634274,65.25589599999999,0.0,24.56,0.0,0.0708999999999999,0.8849999999999825,95.36124890710984,0.98042864
2026-06-02 05:45:00,T01,transformer,40.0,6,0.9,0.9683,640.71,49.998,27.793,8.91,0.9204,91.04,89.88,4.711,0,high_risk,overload,0,65,0.0316999999999999,0.0020000000000024,29.18628015009792,0.729657003752448,0.3205843197927536,81.826752,0.0,11.040000000000006,0.0,0.0796,1.1230000000000118,118.9436021876224,0.9397702
2026-06-03 05:15:00,T01,transformer,40.0,6,0.9,0.9906,584.67,50.019,30.176,7.923,0.9281,71.13,82.0,12.842,3,high_risk,harmonic_distortion,0,72,0.0093999999999999,0.0189999999999983,31.19879653127665,0.7799699132819162,0.2625596500530223,58.3266,0.0,0.0,7.842,0.0718999999999999,1.692199999999991,105.3550956640958,0.894392
2026-06-04 01:00:00,T03,transformer,40.0,17,0.85,0.9318,516.65,49.893,26.41,7.917,0.9579,66.12,71.77,4.695,3,high_risk,voltage_instability,0,63,0.0682,0.1069999999999993,27.571126001670663,0.6892781500417666,0.2997728133282847,47.454324,0.0,0.0,0.0,0.0421,1.6379999999999972,83.28223150208834,0.72738904
2026-06-05 02:45:00,T03,transformer,40.0,17,0.85,0.9702,637.64,50.053,26.448,8.386,0.9139,96.88,89.55,5.533,3,high_risk,overload,0,31,0.0298,0.0529999999999972,27.745660922025262,0.6936415230506316,0.3170750151240169,86.75604,0.0,16.879999999999995,0.5330000000000004,0.0860999999999999,1.4772999999999863,122.56711615253158,0.97769356
2026-06-07 19:00:00,T03,transformer,40.0,17,0.85,1.0064,471.48,50.018,24.733,7.27,0.9135,71.33,67.21,12.914,3,high_risk,harmonic_distortion,0,20,0.0063999999999999,0.0180000000000006,25.779336473229872,0.6444834118307468,0.2939392714187522,47.940893,0.0,0.0,7.914,0.0865,1.8104000000000031,88.20706359153733,0.96135855
2026-06-08 01:15:00,T03,transformer,40.0,17,0.85,1.0111,468.24,49.97,24.339,8.259,0.9052,66.67,66.14,12.614,2,high_risk,harmonic_distortion,0,56,0.0111000000000001,0.0300000000000011,25.702101120336444,0.6425525280084111,0.339331936398373,44.095538000000005,0.0,0.0,7.614000000000001,0.0948,1.9704000000000068,84.05916440042057,0.74571157
2026-06-08 06:45:00,T01,transformer,40.0,6,0.9,0.93,401.18,49.881,21.515,6.221,0.9606,61.41,58.46,4.953,1,high_risk,voltage_instability,0,55,0.0699999999999999,0.1189999999999997,22.3963404599948,0.55990851149987,0.2891471066697653,35.900285999999994,0.0,0.0,0.0,0.0393999999999999,1.6889999999999985,65.29571157499349,0.7431177
2026-06-08 07:15:00,T01,transformer,40.0,6,0.9,0.9741,654.8,49.973,28.929,8.235,0.9367,81.64,89.9,4.572,2,anomaly,overload,0,129,0.0259,0.027000000000001,30.07826899939556,0.751956724984889,0.2846624494451934,73.39436,0.0,1.6400000000000006,0.0,0.0633,1.0270000000000057,111.51019624924446,0.9957808
2026-06-08 11:15:00,T03,transformer,40.0,17,0.85,0.9317,524.15,49.812,27.467,10.093,0.9386,65.13,74.64,5.824,3,high_risk,voltage_instability,0,22,0.0683,0.1880000000000024,29.262685078440768,0.7315671269610192,0.3674591327775148,48.613032,0.0,0.0,0.8239999999999998,0.0614,2.3194000000000123,87.38138834805096,0.94736046
2026-06-09 05:15:00,T01,transformer,40.0,6,0.9,0.9311,508.83,49.926,26.046,7.905,0.9569,66.98,70.78,4.608,0,high_risk,voltage_instability,0,61,0.0688999999999999,0.073999999999998,27.219168631683075,0.6804792157920769,0.3035014973508408,47.408444,0.0,0.0,0.0,0.0431,1.4899999999999902,82.81040478960385,0.80903435
2026-06-09 21:00:00,T02,transformer,63.0,11,1.0,0.9301,775.29,49.885,41.779,11.136,0.9663,67.81,72.08,5.63,0,high_risk,voltage_instability,0,48,0.0698999999999999,0.1150000000000019,43.23766109539229,0.6863120808792427,0.2665453936188036,48.877448,0.0,0.0,0.6299999999999999,0.0336999999999999,1.674000000000009,85.22105204396212,0.88671684
2026-06-10 16:45:00,T01,transformer,40.0,6,0.9,0.9755,645.06,50.001,28.495,9.791,0.9181,83.8,89.86,4.305,2,high_risk,overload,0,43,0.0244999999999999,0.0009999999999976,30.130195917053047,0.7532548979263262,0.343604141077382,75.30268,0.0,3.799999999999997,0.0,0.0818999999999999,1.0689999999999875,113.4554248963163,0.94222677
2026-06-12 19:00:00,T03,transformer,40.0,17,0.85,0.9964,474.23,49.981,24.946,6.566,0.944,104.53,67.79,2.49,5,high_risk,overheating,0,57,0.0036,0.0189999999999983,25.79564443854815,0.6448911109637037,0.2632085304257195,70.860887,0.0,24.53,0.0,0.056,0.6909999999999927,103.17744254818518,0.7877097
2026-06-14 02:00:00,T01,transformer,40.0,6,0.9,1.0002,473.44,49.972,24.444,9.212,0.9124,104.16,66.42,3.014,1,high_risk,overheating,0,42,0.0001999999999999,0.0279999999999986,26.12221430124177,0.6530553575310443,0.3768613974799542,69.183072,0.0,24.159999999999997,0.0,0.0876,1.0179999999999934,101.8398398765522,0.86452955
2026-06-15 03:15:00,T01,transformer,40.0,6,0.9,0.9954,379.48,49.977,20.42,6.969,0.9227,104.33,55.49,2.123,0,high_risk,overheating,0,12,0.0046,0.0230000000000032,21.576453855997748,0.5394113463999437,0.34128305582762,57.892717000000005,0.0,24.33,0.0,0.0773,0.934000000000017,84.95528431999719,0.7978957
2026-06-15 09:30:00,T03,transformer,40.0,17,0.85,0.931,520.36,49.866,26.967,9.899,0.9387,65.75,73.28,4.857,2,high_risk,voltage_instability,0,59,0.0689999999999999,0.1340000000000003,28.726456272920263,0.7181614068230066,0.367078280861794,48.1816,0.0,0.0,0.0,0.0613,1.9730000000000016,85.46967034115032,0.8989105
2026-06-16 00:15:00,T01,transformer,40.0,6,0.9,0.9917,497.22,50.025,26.021,7.229,0.9202,72.35,70.71,12.996,0,high_risk,harmonic_distortion,0,17,0.0082999999999999,0.0249999999999985,27.00649703312149,0.6751624258280373,0.27781407324853,51.158685,0.0,0.0,7.996,0.0797999999999999,1.8055999999999923,93.07880629140185,0.9670063
2026-06-17 09:30:00,T03,transformer,40.0,17,0.85,0.9325,504.57,49.851,26.116,8.284,0.9532,64.23,70.97,4.068,1,high_risk,voltage_instability,0,51,0.0675,0.1490000000000009,27.398359658928488,0.6849589914732122,0.3172001837953745,45.584031,0.0,0.0,0.0,0.0467999999999999,1.888000000000004,81.18198057366061,0.78296894
2026-06-18 09:30:00,T01,transformer,40.0,6,0.9,0.9833,637.54,49.975,27.151,7.674,0.9265,89.16,89.91,4.941,0,high_risk,overload,0,38,0.0167,0.0249999999999985,28.214660674904454,0.7053665168726113,0.2826415233324739,80.16375599999999,0.0,9.159999999999997,0.0,0.0735,1.0269999999999937,115.76608184363056,0.98489517
2026-06-19 13:45:00,T01,transformer,40.0,6,0.9,0.9912,642.34,49.989,27.978,9.778,0.9157,87.21,88.79,4.384,1,high_risk,overload,0,21,0.0088,0.0110000000000027,29.637438620771533,0.7409359655192883,0.3494888841232397,77.433759,0.0,7.209999999999994,0.0,0.0843,0.9860000000000146,114.6565572759644,0.9574267
2026-06-20 09:45:00,T01,transformer,40.0,6,0.9,1.0148,501.14,49.99,26.351,8.09,0.911,71.37,71.61,12.749,2,high_risk,harmonic_distortion,0,68,0.0147999999999999,0.009999999999998,27.56489254468444,0.689122313617111,0.307009221661417,51.108057,0.0,0.0,7.749,0.0889999999999999,1.8628999999999891,93.60917268085554,0.8079495
2026-06-21 01:00:00,T03,transformer,40.0,17,0.85,1.0072,412.48,50.059,21.959,5.559,0.9263,66.39,59.67,12.908,1,high_risk,harmonic_distortion,0,19,0.0072,0.0589999999999975,22.651714328059143,0.5662928582014787,0.2531536044446468,39.614913,0.0,0.0,7.908,0.0736999999999999,1.8947999999999885,75.98155591007394,0.906107
2026-06-23 02:30:00,T03,transformer,40.0,17,0.85,1.0032,486.07,49.96,25.525,8.004,0.9326,104.61,69.36,2.601,0,high_risk,overheating,0,49,0.0032,0.0399999999999991,26.7505073036008,0.66876268259002,0.3135749265426052,72.557496,0.0,24.61,0.0,0.0674,0.9059999999999968,106.059630129501,0.9434784
2026-06-24 11:15:00,T01,transformer,40.0,6,0.9,0.9951,397.04,49.981,21.489,8.349,0.9079,104.56,58.4,1.354,0,high_risk,overheating,0,28,0.0049,0.0189999999999983,23.05391337712537,0.5763478344281342,0.3885243613011308,61.06304,0.0,24.56,0.0,0.0920999999999999,1.0649999999999915,89.97843172140671,0.9699532
